,pipeline_id,length_km,diameter_mm,age_years,material,location,repair_type,repair_duration_hours,pressure,temperature,flow_rate,corrosion_level,deformation_level,leak_detection,pipeline_status
3625,PL-93335,5.465028,1097.892687,40,Steel,Suburban,Corrective,2,6.727149,33.533468,974.847575,High,Minor,0,1
3626,PL-18540,4.16439,988.613321,21,Polyethylene,Rural,Corrective,47,6.29923,13.213244,935.257167,Critical,Moderate,1,1
3627,PL-64678,5.560109,650.410118,42,Cast Iron,Urban,Routine,3,8.641945,39.68198,308.709848,High,Minor,1,1
3628,PL-15525,3.163148,384.63382,12,PVC,Suburban,Preventive,57,5.362463,38.1346,566.798069,Medium,None,0,1
3629,PL-48728,9.167328,646.695662,33,Polyethylene,Suburban,Corrective,51,1.587662,35.345745,739.637897,High,Moderate,1,0
3630,PL-19749,6.35208,182.977828,19,Steel,Rural,Routine,60,9.875333,39.049572,581.986699,High,Moderate,0,1
3631,PL-24155,8.078794,322.506665,6,Steel,Rural,Corrective,27,4.807152,18.37699,999.061188,Low,Severe,1,0
3632,PL-85191,8.692799,955.597075,50,Steel,Urban,Routine,11,6.113016,12.363839,488.919556,Low,Minor,0,0
3633,PL-89267,0.854503,698.446942,50,Steel,Rural,Corrective,60,3.530451,26.457811,353.909178,Medium,Severe,1,1
3634,PL-88859,1.564747,737.707155,17,Steel,Rural,Corrective,51,5.094169,47.511506,553.23589,Critical,Moderate,1,0
3635,PL-96491,5.940091,418.615633,43,Steel,Rural,Preventive,11,2.730533,5.204384,465.972516,Critical,Moderate,1,0
3636,PL-30510,8.661833,298.093448,27,Cast Iron,Suburban,Routine,37,4.452175,40.690422,28.497221,Medium,None,1,1
3637,PL-11789,1.220157,946.443224,42,Polyethylene,Suburban,Preventive,39,5.819031,35.821111,536.965012,Low,Moderate,1,0
3638,PL-26165,7.732769,639.376099,4,Steel,Urban,Preventive,1,4.054688,45.352756,298.758034,High,Severe,1,1
3639,PL-15012,5.652227,792.031431,12,Cast Iron,Rural,Routine,35,7.380753,16.925036,205.497386,Medium,Moderate,0,0
3640,PL-15178,7.493544,447.143649,6,Polyethylene,Rural,Preventive,41,3.212666,38.17558,376.883374,Low,None,0,0
3641,PL-61909,3.981767,325.784303,21,Polyethylene,Rural,Routine,54,5.939006,16.491537,111.129351,Low,Minor,0,1
3642,PL-44894,9.101105,207.98102,10,PVC,Suburban,Routine,47,9.13745,37.682416,238.413495,Medium,None,0,1
3643,PL-93321,4.588208,454.131633,20,PVC,Urban,Routine,56,4.776057,28.795609,681.383759,High,Minor,0,1
3644,PL-49285,7.842176,332.346454,7,Polyethylene,Suburban,Corrective,70,8.953192,9.076532,252.671827,Critical,Moderate,0,0
3645,PL-83901,0.199647,622.557562,45,Polyethylene,Suburban,Routine,27,8.494374,9.142123,292.354811,Medium,None,0,0
3646,PL-24497,2.93425,941.729747,47,Cast Iron,Rural,Routine,43,7.633432,5.807096,146.539634,Low,Severe,0,0
3647,PL-41476,8.55526,981.10436,43,Steel,Urban,Routine,3,3.774912,33.845534,812.098022,Low,None,0,0
3648,PL-81990,5.009329,186.019469,13,PVC,Suburban,Corrective,41,8.80557,26.96944,99.217246,Low,Minor,0,1
3649,PL-83905,9.99489,935.480381,39,Polyethylene,Suburban,Preventive,15,5.365473,16.019469,889.680262,Medium,Minor,1,1
3650,PL-14923,4.381052,290.804406,1,Cast Iron,Rural,Preventive,2,1.462545,41.381336,599.029416,Critical,None,0,1
3651,PL-83420,8.884626,933.146993,21,Polyethylene,Urban,Preventive,22,4.991048,43.240262,63.019882,High,Minor,1,1
3652,PL-86863,4.67765,593.396459,49,Polyethylene,Urban,Routine,37,7.506379,12.105784,202.882785,High,None,0,1
3653,PL-44770,5.122778,180.58827,46,PVC,Urban,Routine,57,9.201449,5.490801,45.398528,Low,None,0,0
3654,PL-58367,2.816596,605.690339,17,PVC,Urban,Corrective,29,5.158704,45.793418,181.703797,Medium,Minor,0,0
3655,PL-22781,4.690766,981.924658,10,Steel,Urban,Preventive,21,6.791808,32.840382,166.222743,Low,Severe,1,0
3656,PL-25927,4.606637,1193.502355,18,Cast Iron,Rural,Preventive,8,8.851327,22.569996,823.675055,Low,Moderate,1,0
3657,PL-62370,5.735379,712.181698,39,PVC,Urban,Routine,58,7.067531,12.693269,86.425665,Low,Minor,0,1
3658,PL-52847,7.663196,634.516322,29,Cast Iron,Urban,Corrective,60,7.566784,21.242489,169.215686,Medium,Minor,0,1
3659,PL-58294,3.211622,316.162536,2,Steel,Suburban,Routine,4,2.284199,8.974149,748.398936,High,Severe,1,1
3660,PL-84749,5.579641,114.966674,10,PVC,Suburban,Preventive,61,2.888448,24.805929,905.909039,Low,Severe,1,1
3661,PL-11381,3.433433,211.022977,7,Cast Iron,Rural,Routine,67,7.960863,45.079042,397.734113,High,None,1,1
3662,PL-46202,6.337411,942.619172,47,Cast Iron,Urban,Preventive,52,3.702601,25.453525,747.795098,Medium,None,1,0
3663,PL-31836,5.823012,363.935437,16,PVC,Urban,Preventive,29,6.144909,16.742231,619.412174,High,Severe,1,0
3664,PL-32847,8.486974,269.507126,34,Polyethylene,Urban,Routine,70,8.904968,33.273838,602.909322,Low,Severe,1,0
3665,PL-43635,4.83007,590.341002,15,Cast Iron,Urban,Routine,42,8.201193,42.799786,686.449284,Low,Severe,0,0
3666,PL-16397,4.952023,262.779636,38,Polyethylene,Rural,Corrective,15,3.595891,9.702193,545.009753,High,Minor,1,1
3667,PL-28483,8.36895,214.894772,29,Polyethylene,Rural,Routine,32,2.039922,27.127311,905.175049,Medium,None,0,0
3668,PL-55339,6.313483,479.902296,17,PVC,Rural,Preventive,21,5.163913,44.508505,819.387187,High,Minor,0,0
3669,PL-86370,9.335731,841.432642,23,PVC,Rural,Corrective,46,6.953886,29.896587,751.917165,Medium,Minor,1,1
3670,PL-80843,7.037852,1116.306271,2,PVC,Suburban,Corrective,25,7.93244,49.417195,994.273066,Medium,Minor,0,1
3671,PL-21827,3.211266,217.409554,48,Cast Iron,Suburban,Preventive,6,1.882543,26.972804,514.223604,Low,None,1,1
3672,PL-25487,2.637096,265.83057,39,Steel,Suburban,Routine,12,7.557203,10.045176,522.373228,Medium,Minor,1,0
3673,PL-35543,6.933991,709.514552,35,Steel,Rural,Preventive,71,1.895314,12.741774,118.495343,High,Moderate,0,1
3674,PL-72386,3.976798,989.713891,29,Steel,Suburban,Corrective,12,2.260022,6.766795,838.539291,Critical,Moderate,0,1
3675,PL-15567,4.584909,707.035377,33,Steel,Urban,Corrective,38,5.678367,14.846429,265.625078,High,Severe,1,1
3676,PL-15768,6.566911,386.868508,28,Steel,Urban,Preventive,34,6.812837,34.273114,715.805236,Critical,Minor,1,0
3677,PL-49099,4.143973,101.994576,15,Cast Iron,Urban,Corrective,4,1.367043,13.339631,244.466685,Low,None,1,0
3678,PL-43174,9.956081,163.691386,1,PVC,Suburban,Routine,6,7.993518,39.293583,788.895646,Medium,Minor,1,0
3679,PL-65205,3.740906,583.921987,35,Cast Iron,Urban,Corrective,9,9.017666,18.144975,604.340376,High,Moderate,0,0
3680,PL-23756,4.280053,181.184529,13,Polyethylene,Urban,Routine,21,1.358287,24.566683,409.99775,Low,Minor,1,1
3681,PL-37961,5.585396,959.036372,17,Polyethylene,Urban,Preventive,10,4.012274,47.47517,619.873867,Low,None,1,1
3682,PL-74692,1.254164,702.444541,18,Cast Iron,Suburban,Routine,21,6.0342,36.844232,944.396872,High,None,1,1
3683,PL-45393,3.633184,1149.965924,21,Cast Iron,Rural,Corrective,28,1.144821,16.112167,126.367412,Low,Minor,0,0
3684,PL-42385,4.848813,726.939089,7,Steel,Urban,Routine,49,6.103358,37.540074,530.759469,High,Severe,1,0
3685,PL-56554,9.382487,558.588789,17,Steel,Urban,Corrective,29,8.516091,25.877792,446.688905,Medium,Severe,0,1
3686,PL-46720,6.049494,228.484304,24,Cast Iron,Suburban,Corrective,20,8.458499,31.855564,745.450659,Low,Severe,1,0
3687,PL-43405,5.023745,246.360183,17,Cast Iron,Rural,Preventive,18,9.941931,44.119239,903.048581,Medium,Severe,1,1
3688,PL-73496,8.567012,864.593528,22,PVC,Rural,Preventive,59,5.646222,31.203324,550.770276,Medium,Minor,0,1
3689,PL-60896,9.901555,321.176131,4,Cast Iron,Suburban,Corrective,70,9.349575,46.734076,231.341325,High,Moderate,1,0
3690,PL-67582,6.66762,927.269066,37,Steel,Rural,Corrective,14,5.549452,29.070881,889.82355,Medium,Minor,1,1
3691,PL-43739,2.126053,1193.243573,9,Cast Iron,Rural,Corrective,29,5.602395,13.816681,878.319235,Critical,None,0,0
3692,PL-73933,2.736317,400.927069,8,PVC,Urban,Preventive,33,2.733757,40.701086,183.981421,High,Moderate,1,1
3693,PL-16115,6.115891,447.076521,50,Cast Iron,Rural,Routine,55,4.122873,47.383165,545.045441,Critical,Severe,1,1
3694,PL-42184,2.65764,1177.132035,10,Cast Iron,Urban,Corrective,55,4.829085,36.916603,249.383614,Medium,Moderate,0,1
3695,PL-14833,7.234878,991.528463,20,Steel,Suburban,Corrective,39,6.052845,8.84163,319.229593,Low,None,0,1
3696,PL-45335,0.463949,401.700688,4,Polyethylene,Suburban,Corrective,13,2.722307,9.133413,903.690604,Medium,Minor,1,0
3697,PL-15474,4.466504,501.813204,16,PVC,Rural,Preventive,58,8.224791,41.92834,247.449577,High,None,0,0
3698,PL-82567,4.001702,948.065504,46,Polyethylene,Suburban,Routine,17,3.453878,12.08735,953.618956,High,Minor,0,1
3699,PL-91801,5.852621,219.994322,31,Polyethylene,Suburban,Corrective,46,8.085047,30.216017,204.963472,Low,Severe,1,1
3700,PL-65502,6.691255,648.202042,39,Cast Iron,Rural,Preventive,32,7.726094,44.770535,635.240082,Low,None,1,0
3701,PL-46985,9.939496,232.210581,42,Cast Iron,Urban,Preventive,64,7.878734,16.054499,33.601377,Medium,Moderate,0,0
3702,PL-26435,7.292492,789.436699,45,Cast Iron,Suburban,Routine,46,6.1858,14.61808,428.424456,High,Moderate,0,0
3703,PL-45000,3.977711,117.543059,28,PVC,Urban,Routine,39,1.885624,16.401539,123.833309,High,Minor,0,1
3704,PL-80966,1.604111,928.082808,11,Steel,Urban,Corrective,35,8.36127,18.791649,931.836539,Medium,Severe,0,0
3705,PL-55781,4.013207,196.939359,27,Polyethylene,Suburban,Corrective,27,6.238248,5.193953,713.111565,Critical,Minor,0,1
3706,PL-24467,3.974484,277.738757,34,Polyethylene,Rural,Routine,46,4.590479,41.404479,98.448188,Critical,None,0,1
3707,PL-20573,0.84773,500.368233,17,PVC,Rural,Corrective,60,6.7931,44.166216,813.067288,Medium,None,0,0
3708,PL-30364,6.820928,1186.290497,48,PVC,Suburban,Preventive,42,7.250365,29.724261,51.667838,Medium,Moderate,0,0
3709,PL-79389,6.14451,456.758576,47,Steel,Rural,Routine,6,2.692943,15.509867,59.301719,Low,Minor,1,0
3710,PL-32787,2.819712,273.941228,48,PVC,Urban,Corrective,2,2.426018,34.864805,725.935599,High,Minor,0,1
3711,PL-76665,0.870639,501.425992,36,Cast Iron,Rural,Corrective,13,2.432882,5.70292,915.22658,Medium,Minor,0,0
3712,PL-23829,5.256796,750.098434,15,Steel,Urban,Routine,42,4.748676,43.18741,584.109747,Critical,Moderate,0,1
3713,PL-67330,8.83107,1053.318719,35,Cast Iron,Urban,Corrective,53,6.500085,37.869651,396.796151,Critical,Minor,0,0
3714,PL-36779,6.356793,207.793863,50,PVC,Rural,Corrective,68,1.105659,12.280633,926.473966,Medium,Moderate,0,1
3715,PL-54891,9.278063,517.900987,19,Steel,Urban,Corrective,20,2.693515,8.376861,500.179918,Critical,None,1,1
3716,PL-11356,0.423813,860.897547,2,Cast Iron,Suburban,Routine,48,2.591925,38.318843,722.857889,Low,Minor,1,1
3717,PL-78911,0.191022,809.767104,23,PVC,Suburban,Routine,66,9.268847,12.580473,579.497436,High,None,1,0
3718,PL-51978,2.247592,614.892214,36,PVC,Suburban,Routine,15,2.966531,7.198954,670.799245,Low,None,0,0
3719,PL-67919,7.678785,969.519505,3,Cast Iron,Rural,Corrective,26,8.942861,34.267298,730.800698,Medium,Minor,0,0
3720,PL-61608,0.156016,804.219742,50,Steel,Suburban,Corrective,22,9.866279,12.742084,892.971068,High,Moderate,0,0
3721,PL-65245,2.333272,116.792405,44,Cast Iron,Urban,Preventive,47,9.826115,31.143599,629.544763,Low,Moderate,1,1
3722,PL-87345,5.394084,759.617907,43,Steel,Rural,Preventive,70,2.097865,47.005828,47.424033,Low,None,0,0
3723,PL-71174,4.305451,713.80272,3,Polyethylene,Suburban,Preventive,70,9.179925,27.521542,271.201695,Medium,Severe,1,0
3724,PL-31057,0.364342,919.543228,40,Steel,Rural,Routine,43,1.140583,40.194414,713.065717,Medium,Moderate,1,1
3725,PL-90996,2.882963,772.622948,27,Cast Iron,Suburban,Corrective,5,1.569482,24.454986,140.914981,Low,Moderate,1,0
3726,PL-16977,9.573826,899.944088,12,Cast Iron,Rural,Preventive,63,9.821772,15.15637,328.953618,Critical,Minor,0,0
3727,PL-62869,8.597015,567.64716,29,PVC,Suburban,Corrective,25,3.550339,34.767388,735.388015,Medium,None,1,1
3728,PL-33443,8.089867,366.571697,36,Polyethylene,Suburban,Preventive,50,9.763918,49.052789,698.334793,Medium,Severe,1,1
3729,PL-23782,0.947495,262.455941,21,Polyethylene,Rural,Routine,11,4.842592,23.303312,993.805185,Medium,Moderate,1,0
3730,PL-36899,4.15498,640.141787,2,Steel,Suburban,Corrective,37,1.272011,29.439658,914.000314,Medium,Moderate,0,1
3731,PL-10831,6.570349,623.318142,13,Steel,Rural,Corrective,69,8.308486,34.620216,486.949713,Critical,None,0,1
3732,PL-30066,4.626544,821.22109,32,Steel,Urban,Corrective,37,2.050904,22.086478,460.23733,High,None,0,0
3733,PL-86125,3.323465,155.753491,15,Cast Iron,Urban,Preventive,40,6.856118,9.297529,452.658562,Medium,None,0,1
3734,PL-11632,4.848217,1108.475632,42,Cast Iron,Rural,Preventive,70,2.561891,47.37286,439.492666,Critical,Minor,0,0
3735,PL-62345,0.83558,1151.839049,37,Cast Iron,Urban,Preventive,42,8.720115,21.549974,356.623469,High,Severe,1,1
3736,PL-30429,6.625829,689.794565,45,Polyethylene,Suburban,Routine,57,5.213295,39.73545,573.128777,High,Moderate,1,0
3737,PL-66336,8.220021,1007.1165,13,PVC,Suburban,Preventive,8,6.0501,31.763705,232.584427,Low,None,0,0
3738,PL-56258,0.664128,811.039238,48,Polyethylene,Rural,Routine,70,2.846532,5.106561,125.90166,Medium,Minor,1,0
3739,PL-28839,3.395038,189.907867,21,Polyethylene,Suburban,Routine,12,6.950824,31.683226,281.203218,Low,None,1,1
3740,PL-80276,6.688013,168.231402,50,Steel,Suburban,Corrective,48,6.249808,13.795911,420.822246,Critical,Severe,1,0
3741,PL-78087,8.700982,429.266655,21,Polyethylene,Urban,Corrective,43,6.423834,10.769312,298.22429,Low,Minor,0,0
3742,PL-58037,6.199239,551.442794,30,Steel,Rural,Preventive,64,9.826869,22.403411,810.473392,Critical,Minor,1,1
3743,PL-87705,3.856155,936.352125,45,Steel,Urban,Preventive,12,6.385945,20.576983,266.979892,High,Minor,1,1
3744,PL-92633,2.738531,503.164906,33,Steel,Urban,Preventive,26,4.305697,40.776647,109.97347,Critical,Minor,0,1
3745,PL-60090,2.572726,201.569996,49,Steel,Rural,Preventive,51,8.35155,33.286375,433.845484,Low,Minor,0,1
3746,PL-46377,2.216952,1039.240482,19,Steel,Urban,Routine,47,2.549679,47.597762,741.013553,Low,None,1,0
3747,PL-81834,8.814595,1049.37782,43,PVC,Urban,Preventive,71,1.274907,29.740285,58.763585,High,Minor,1,1
3748,PL-17725,6.271098,1067.547,4,PVC,Suburban,Routine,10,5.868025,46.237016,809.450611,Medium,Moderate,1,1
3749,PL-38176,8.76633,169.517552,45,Steel,Suburban,Corrective,21,8.876364,47.72508,202.270653,High,None,0,0
3750,PL-21366,6.077628,1036.248472,3,Cast Iron,Suburban,Routine,68,9.501191,37.747241,921.922976,Critical,Severe,1,0
3751,PL-99533,1.584492,679.290214,36,Polyethylene,Rural,Corrective,70,4.601012,21.491799,356.336378,Low,Moderate,1,0
3752,PL-98257,1.667807,812.882624,25,PVC,Urban,Corrective,59,8.137267,24.024516,802.66137,Low,Moderate,0,1
3753,PL-13078,4.528077,399.235935,46,Steel,Urban,Routine,40,4.820561,44.264606,568.467154,Low,Moderate,0,0
3754,PL-63264,5.520462,1166.888052,29,Steel,Rural,Routine,5,5.841024,38.200853,386.344758,High,Moderate,1,0
3755,PL-45670,4.53854,178.424603,41,PVC,Suburban,Corrective,24,7.500402,12.856568,555.204463,High,Severe,1,1
3756,PL-57937,1.454993,520.598727,6,Cast Iron,Rural,Preventive,70,9.438669,43.987812,898.601613,Critical,Severe,0,0
3757,PL-84895,4.266194,1129.228106,9,Steel,Rural,Preventive,42,8.588151,26.391779,77.080354,High,Severe,1,1
3758,PL-23969,8.865307,661.261519,11,PVC,Urban,Routine,72,6.328502,31.167931,907.663805,Medium,Minor,0,0
3759,PL-94698,9.405656,769.334101,16,Polyethylene,Suburban,Routine,65,6.427747,48.748564,491.22452,Critical,Minor,0,1
3760,PL-61733,7.527093,489.557291,10,Polyethylene,Suburban,Routine,44,3.582462,19.449457,928.476907,Medium,Moderate,1,0
3761,PL-26951,9.055544,836.915845,17,PVC,Urban,Preventive,25,3.284594,29.748928,748.838532,High,Minor,1,1
3762,PL-38608,0.298381,929.083607,47,Cast Iron,Urban,Preventive,22,7.034456,31.747072,290.761667,Medium,None,1,1
3763,PL-63036,7.123725,585.452841,11,PVC,Urban,Routine,23,2.951786,36.253291,476.72909,Critical,Minor,0,0
3764,PL-96339,2.207969,345.175534,50,PVC,Rural,Routine,26,5.55975,20.821413,902.463659,Critical,Severe,0,0
3765,PL-54901,6.165308,691.791094,36,Cast Iron,Suburban,Preventive,32,1.221106,6.0902,241.680488,Critical,Severe,1,0
3766,PL-73569,2.625781,736.618713,1,PVC,Suburban,Routine,4,2.079818,45.23676,289.135238,High,Severe,0,1
3767,PL-91423,9.601691,554.479905,32,Steel,Urban,Routine,54,1.827294,14.760995,743.651741,Low,Minor,0,0
3768,PL-61712,4.209535,759.403506,18,PVC,Rural,Corrective,21,5.366368,9.606852,304.371444,Medium,Severe,1,1
3769,PL-82936,1.947636,1127.201653,10,Cast Iron,Urban,Corrective,22,8.131037,28.225904,682.898687,Critical,None,1,0
3770,PL-59610,5.034653,166.483235,20,Cast Iron,Rural,Routine,29,4.328615,32.920719,314.403094,Medium,None,0,0
3771,PL-84376,5.653778,378.899425,46,Steel,Rural,Routine,53,5.529803,9.250732,515.089697,High,Severe,0,0
3772,PL-83104,5.068892,968.462118,16,Polyethylene,Urban,Corrective,3,4.998714,31.866134,535.749861,Low,Moderate,0,1
3773,PL-24888,9.208591,183.822166,3,Cast Iron,Rural,Routine,9,6.168824,22.316533,695.377088,High,Minor,1,1
3774,PL-83291,6.5275,812.15928,23,Cast Iron,Suburban,Preventive,13,3.730413,6.687565,611.551294,Low,Moderate,0,0
3775,PL-39530,8.520759,1058.759406,48,Steel,Suburban,Preventive,39,6.56995,29.863057,915.254903,Critical,Minor,1,0
3776,PL-71815,7.781854,837.232493,44,PVC,Urban,Preventive,26,4.470966,30.196766,644.490683,High,None,0,0
3777,PL-64864,1.439107,271.783435,44,PVC,Rural,Routine,35,5.29998,39.35042,663.718054,High,Severe,1,0
3778,PL-42556,8.834074,983.507672,41,PVC,Rural,Preventive,32,8.534374,45.00231,947.047303,Medium,Severe,0,0
3779,PL-26598,9.565828,652.93774,7,Polyethylene,Suburban,Routine,25,3.949279,33.622457,656.474383,Medium,Minor,0,1
3780,PL-39482,5.836677,1058.162642,1,PVC,Suburban,Routine,46,1.672253,25.905187,347.340814,Critical,Severe,0,1
3781,PL-70449,1.053575,1118.36797,6,Steel,Urban,Corrective,36,1.883707,38.600541,176.989892,High,None,0,1
3782,PL-30751,9.282823,309.18994,23,Steel,Rural,Preventive,36,3.785837,11.891066,346.082825,Medium,Minor,0,0
3783,PL-15034,3.749166,217.080096,34,PVC,Rural,Corrective,19,6.543659,34.987787,402.092099,High,Moderate,1,1
3784,PL-93339,8.998906,592.359266,37,Steel,Rural,Preventive,41,2.011561,47.46496,560.593844,Medium,Severe,0,0
3785,PL-44884,5.84891,512.490962,48,Steel,Urban,Routine,46,7.710159,22.01897,585.218094,Critical,None,1,0
3786,PL-35770,7.926512,901.156022,16,PVC,Urban,Routine,21,8.331515,34.121323,631.401097,High,Moderate,0,1
3787,PL-40504,1.301671,418.464805,31,Steel,Rural,Preventive,60,7.183741,39.974568,971.338654,Low,None,1,0
3788,PL-87331,1.609734,409.65736,29,Cast Iron,Suburban,Routine,58,3.084056,23.894682,990.01253,High,None,1,0
3789,PL-58658,7.739267,987.801123,36,Polyethylene,Rural,Preventive,24,2.886959,38.17192,657.228579,High,Minor,0,0
3790,PL-21756,9.965561,675.224388,18,Steel,Urban,Preventive,25,8.138524,31.084921,423.986487,Low,None,0,1
3791,PL-62517,7.029328,477.251283,17,Polyethylene,Suburban,Corrective,55,9.363204,43.814443,139.02645,Medium,Severe,0,0
3792,PL-22450,2.020073,928.810018,49,Cast Iron,Urban,Preventive,24,7.405946,43.368474,875.364194,Critical,Minor,1,0
3793,PL-34560,3.504456,941.955672,14,PVC,Suburban,Routine,1,9.780196,42.514455,190.359457,High,None,1,1
3794,PL-65770,2.981007,124.044476,33,PVC,Rural,Corrective,50,5.496991,13.495828,862.163068,Low,Minor,1,0
3795,PL-59527,0.919125,642.725566,14,PVC,Rural,Preventive,48,1.930054,34.39776,117.489112,Critical,Minor,1,1
3796,PL-63945,7.269328,685.534046,50,Polyethylene,Rural,Preventive,51,7.025521,16.955461,678.255781,Critical,Moderate,1,1
3797,PL-27189,6.903204,117.110083,24,PVC,Suburban,Routine,40,8.424931,12.966879,681.51515,Low,Moderate,0,1
3798,PL-46771,2.169569,1060.24274,13,Steel,Urban,Corrective,3,8.638308,49.46996,180.929456,Critical,Minor,0,0
3799,PL-60473,4.595876,431.197445,40,Polyethylene,Rural,Corrective,17,9.354057,33.752679,940.802638,Critical,Minor,1,0
3800,PL-50860,0.719902,1199.326486,36,Polyethylene,Rural,Preventive,30,8.261126,11.01612,439.230507,High,None,0,1
3801,PL-34271,9.164176,862.136936,19,Polyethylene,Suburban,Preventive,54,4.785251,8.414374,102.512905,Low,None,0,1
3802,PL-84449,4.026401,339.233167,33,Steel,Suburban,Preventive,15,3.889611,26.310013,305.737175,High,Minor,0,0
3803,PL-99452,7.694571,560.063982,20,Steel,Suburban,Preventive,43,5.011583,37.851617,82.750464,Low,Severe,1,0
3804,PL-80638,9.348669,1106.893223,20,Cast Iron,Rural,Corrective,25,4.267891,27.515842,145.444382,Low,Moderate,0,0
3805,PL-11047,8.202437,297.367666,16,Steel,Urban,Corrective,13,2.673855,42.494711,449.364792,Medium,Minor,1,0
3806,PL-84534,2.515625,961.989109,42,Polyethylene,Suburban,Routine,62,2.873813,16.670554,881.300376,Critical,None,0,1
3807,PL-57026,7.290032,779.644061,8,Cast Iron,Rural,Routine,62,8.454832,23.645199,736.742847,High,Minor,1,1
3808,PL-67124,7.007491,823.168353,26,Steel,Urban,Routine,35,6.590969,44.68399,585.451361,Critical,Minor,0,1
3809,PL-84784,8.948107,907.094556,3,Cast Iron,Rural,Preventive,20,3.749818,17.843323,458.020024,Critical,Moderate,1,1
3810,PL-73727,1.653435,634.930901,6,Steel,Rural,Corrective,21,6.764955,18.815938,248.374957,Medium,Moderate,0,0
3811,PL-69596,4.283416,558.241174,37,PVC,Urban,Routine,54,4.467802,43.757378,186.440227,Low,Minor,0,1
3812,PL-50221,1.039366,207.740159,46,Cast Iron,Rural,Corrective,19,2.439502,45.886547,887.184696,Critical,Moderate,0,1
3813,PL-32315,1.967489,401.561302,6,Polyethylene,Rural,Corrective,21,6.728666,27.762765,631.907732,Critical,Moderate,1,1
3814,PL-91555,8.511573,267.997186,6,PVC,Rural,Routine,59,6.257378,9.251411,84.113172,High,Moderate,0,0
3815,PL-87327,7.467417,533.075547,26,PVC,Rural,Corrective,24,7.332256,5.720794,128.941915,High,Moderate,1,1
3816,PL-74258,2.968691,190.420563,49,Steel,Urban,Preventive,10,4.737261,47.746222,462.029858,High,None,0,0
3817,PL-14981,8.66443,1139.731241,46,Cast Iron,Urban,Preventive,67,5.7752,17.317742,314.617106,High,Minor,0,0
3818,PL-40575,9.847762,1187.530942,45,Polyethylene,Urban,Routine,67,2.916536,22.649735,388.190926,Critical,None,1,1
3819,PL-86045,2.978797,858.743394,43,Polyethylene,Rural,Routine,15,3.68166,7.715184,965.193193,Critical,Minor,0,1
3820,PL-49353,1.31896,282.140464,15,Polyethylene,Rural,Routine,10,2.391117,20.350478,615.831744,High,Moderate,0,1
3821,PL-96846,3.841825,109.00746,46,Cast Iron,Rural,Routine,38,8.877688,29.52018,52.903651,Critical,Severe,1,0
3822,PL-54237,3.332418,908.904274,19,PVC,Rural,Corrective,25,6.76696,42.295566,157.3185,Low,Moderate,0,0
3823,PL-85193,4.517247,482.853535,42,Polyethylene,Rural,Routine,32,5.155666,9.100809,609.327384,Critical,Moderate,0,1
3824,PL-46470,1.930019,479.283587,36,PVC,Suburban,Preventive,57,3.397207,36.903545,613.140312,Critical,None,0,0
3825,PL-31357,6.879757,1136.426522,43,Polyethylene,Urban,Preventive,30,3.792137,45.282269,780.99232,Low,Severe,0,0
3826,PL-91193,8.504309,872.965481,41,Steel,Rural,Routine,48,8.032805,30.789424,329.617685,High,Severe,0,1
3827,PL-63504,3.858922,719.589886,23,Polyethylene,Urban,Corrective,13,7.362196,23.831698,975.20993,High,Moderate,0,0
3828,PL-40438,1.480527,858.024306,3,PVC,Rural,Corrective,67,6.344576,8.732008,606.77182,High,Minor,1,1
3829,PL-69056,7.54087,192.609158,48,Polyethylene,Urban,Corrective,7,2.510185,35.261891,814.195375,Medium,Minor,0,1
3830,PL-36418,0.742097,769.388852,13,PVC,Suburban,Routine,68,8.926035,38.583384,764.299256,Low,None,0,0
3831,PL-29390,8.070359,473.274532,32,Steel,Suburban,Routine,4,5.735484,7.833915,232.714021,Medium,Moderate,0,1
3832,PL-45748,8.546154,949.636837,20,Steel,Suburban,Routine,4,1.122684,5.982328,228.040897,High,Moderate,0,1
3833,PL-56757,8.659611,676.814985,4,PVC,Urban,Routine,33,7.596927,41.22801,660.708058,Medium,Moderate,0,0
3834,PL-17186,8.579813,207.049681,36,PVC,Urban,Routine,62,8.322609,41.467815,193.238749,High,None,0,1
3835,PL-77229,4.14579,183.939041,10,PVC,Rural,Corrective,4,2.368162,26.658243,877.534394,Medium,Minor,0,1
3836,PL-66073,9.678691,201.163325,49,PVC,Urban,Corrective,43,9.249092,48.590906,90.769349,Low,Moderate,0,1
3837,PL-48735,2.010974,958.026501,46,Steel,Suburban,Corrective,66,8.701519,40.365129,791.213004,Critical,Moderate,1,1
3838,PL-33509,4.455053,539.592536,3,Polyethylene,Rural,Preventive,18,2.553044,27.018221,944.660441,Low,Minor,1,1
3839,PL-63757,0.806314,524.138316,42,Polyethylene,Suburban,Routine,30,9.156349,39.196652,705.524987,Critical,Moderate,0,0
3840,PL-36670,2.015804,1163.621657,27,Polyethylene,Urban,Preventive,20,6.534622,35.074574,166.815373,High,Severe,0,0
3841,PL-88550,2.743737,147.399622,18,PVC,Rural,Preventive,28,6.035197,34.747535,43.515048,Critical,Minor,0,1
3842,PL-83441,2.452744,327.815819,12,Cast Iron,Suburban,Corrective,70,4.189693,27.233965,997.725231,High,None,1,1
3843,PL-40507,5.937425,1151.095136,14,Polyethylene,Urban,Corrective,21,5.185588,23.605911,553.030778,Medium,Minor,0,0
